No.Manifiesto,CodCliente,NomCliente,FechDocumento,DocTotal,NumLinea,ItemCode,Dscription,Cantidad,Precio,Subtotal,SubTotal09,Peso,Ciudad,TipoCliente
40319674,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2020 00:00,8.48,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.6,1.61,0.966,0.966,0.6,GUAYAQUIL,TPP
40319952,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,2.34,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.3,1.61,2.093,2.093,1.3,GUAYAQUIL,TPP
40319922,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,7.29,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.1,2.1,6.51,6.51,3.1,GUAYAQUIL,TPP
40319924,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,0.72,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.4,1.61,0.644,0.644,0.4,GUAYAQUIL,TPP
40319950,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,2.16,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40319976,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,16.41,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.8,1.61,7.728,7.728,4.8,GUAYAQUIL,TPP
40319976,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,16.41,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.3,1.61,6.923,6.923,4.3,GUAYAQUIL,TPP
40319923,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,6.32,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.7,1.61,2.737,2.737,1.7,GUAYAQUIL,TPP
40319923,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,6.32,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40319920,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,1.62,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.9,1.61,1.449,1.449,0.9,GUAYAQUIL,TPP
40319912,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,19.76,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.4,1.61,3.864,3.864,2.4,GUAYAQUIL,TPP
40319912,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,19.76,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.5,2.55,1.275,1.275,0.5,GUAYAQUIL,TPP
40319912,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,19.76,2,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,4.9,2.55,12.495,12.495,4.9,GUAYAQUIL,TPP
40319933,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,20.55,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,11.4,1.61,18.354,18.354,11.4,GUAYAQUIL,TPP
40319949,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,1.8,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40319951,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,6.85,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40319951,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,6.85,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.3,1.61,0.483,0.483,0.3,GUAYAQUIL,TPP
40319921,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,12.26,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.1,1.61,4.991,4.991,3.1,GUAYAQUIL,TPP
40319921,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,12.26,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.7,1.61,5.957,5.957,3.7,GUAYAQUIL,TPP
40319977,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,0,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,93.4,0,0,0,93.4,GUAYAQUIL,TPP
40319977,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2020 00:00,0,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,10.8,0,0,0,10.8,GUAYAQUIL,TPP
40320266,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2020 00:00,42.52,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,19.3,1.61,31.073,31.073,19.3,GUAYAQUIL,TPP
40320266,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2020 00:00,42.52,10,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.7,2.55,6.885,6.885,2.7,GUAYAQUIL,TPP
40320307,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2020 00:00,24.75,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.3,1.61,19.803,19.803,12.3,GUAYAQUIL,TPP
40320307,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2020 00:00,24.75,10,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,0.9,2.55,2.295,2.295,0.9,GUAYAQUIL,TPP
40320295,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2020 00:00,12.08,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,5.6,1.61,9.016,9.016,5.6,GUAYAQUIL,TPP
40320295,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2020 00:00,12.08,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.1,1.61,1.771,1.771,1.1,GUAYAQUIL,TPP
40320306,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2020 00:00,4.14,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.3,1.61,3.703,3.703,2.3,GUAYAQUIL,TPP
40320566,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2020 00:00,22.28,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.8,1.61,6.118,6.118,3.8,GUAYAQUIL,TPP
40320566,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2020 00:00,22.28,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5.7,1.61,9.177,9.177,5.7,GUAYAQUIL,TPP
40320566,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2020 00:00,22.28,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.8,2.55,4.59,4.59,1.8,GUAYAQUIL,TPP
40320567,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2020 00:00,54.33,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,21.2,1.61,34.132,34.132,21.2,GUAYAQUIL,TPP
40320567,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2020 00:00,54.33,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40320567,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2020 00:00,54.33,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,4.5,2.55,11.475,11.475,4.5,GUAYAQUIL,TPP
40320558,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2020 00:00,0,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,73.2,0,0,0,73.2,GUAYAQUIL,TPP
40320558,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2020 00:00,0,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,16.6,0,0,0,16.6,GUAYAQUIL,TPP
40320616,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2020 00:00,6.82,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.2,1.61,3.542,3.542,2.2,GUAYAQUIL,TPP
40320616,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2020 00:00,6.82,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1,2.55,2.55,2.55,1,GUAYAQUIL,TPP
40320615,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2020 00:00,51.58,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,18.3,1.61,29.463,29.463,18.3,GUAYAQUIL,TPP
40320615,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2020 00:00,51.58,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.6,1.61,7.406,7.406,4.6,GUAYAQUIL,TPP
40320615,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2020 00:00,51.58,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.6,2.55,9.18,9.18,3.6,GUAYAQUIL,TPP
40320711,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,8.29,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.4,1.61,5.474,5.474,3.4,GUAYAQUIL,TPP
40320711,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,8.29,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40320712,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,18.57,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6,1.61,9.66,9.66,6,GUAYAQUIL,TPP
40320712,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,18.57,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.3,1.61,6.923,6.923,4.3,GUAYAQUIL,TPP
40320721,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,11.17,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.2,1.61,6.762,6.762,4.2,GUAYAQUIL,TPP
40320721,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,11.17,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40320721,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,11.17,11,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.5,2.55,1.275,1.275,0.5,GUAYAQUIL,TPP
40320722,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,37.15,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,8,1.61,12.88,12.88,8,GUAYAQUIL,TPP
40320722,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2020 00:00,37.15,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.6,1.61,20.286,20.286,12.6,GUAYAQUIL,TPP
40321012,C0968594650001,COORDINACION ZONAL 8-SALUD,17/11/2020 00:00,25.87,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40321012,C0968594650001,COORDINACION ZONAL 8-SALUD,17/11/2020 00:00,25.87,10,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.3,2.55,3.315,3.315,1.3,GUAYAQUIL,TPP
40321012,C0968594650001,COORDINACION ZONAL 8-SALUD,17/11/2020 00:00,25.87,11,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,7,2.55,17.85,17.85,7,GUAYAQUIL,TPP
40321011,C0968594650001,COORDINACION ZONAL 8-SALUD,17/11/2020 00:00,135.36,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,10.6,1.61,17.066,17.066,10.6,GUAYAQUIL,TPP
40321011,C0968594650001,COORDINACION ZONAL 8-SALUD,17/11/2020 00:00,135.36,10,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.1,2.55,5.355,5.355,2.1,GUAYAQUIL,TPP
40321011,C0968594650001,COORDINACION ZONAL 8-SALUD,17/11/2020 00:00,135.36,11,201460004,Fluidos corporales.,38.6,2.55,98.43,98.43,38.6,GUAYAQUIL,TPP
40320992,C0968594650001,COORDINACION ZONAL 8-SALUD,17/11/2020 00:00,0,7,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,74.1,0,0,0,74.1,GUAYAQUIL,TPP
40320992,C0968594650001,COORDINACION ZONAL 8-SALUD,17/11/2020 00:00,0,8,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.2,0,0,0,3.2,GUAYAQUIL,TPP
40321316,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,8.11,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40321316,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,8.11,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.3,1.61,2.093,2.093,1.3,GUAYAQUIL,TPP
40321314,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,82.53,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,32.4,1.61,52.164,52.164,32.4,GUAYAQUIL,TPP
40321314,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,82.53,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.5,1.61,7.245,7.245,4.5,GUAYAQUIL,TPP
40321314,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,82.53,11,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,5.6,2.55,14.28,14.28,5.6,GUAYAQUIL,TPP
40321329,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,4.16,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40321329,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,4.16,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.5,1.61,0.805,0.805,0.5,GUAYAQUIL,TPP
40321313,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,11.36,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,5.4,1.61,8.694,8.694,5.4,GUAYAQUIL,TPP
40321313,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,11.36,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.9,1.61,1.449,1.449,0.9,GUAYAQUIL,TPP
40321317,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,9.37,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,5.2,1.61,8.372,8.372,5.2,GUAYAQUIL,TPP
40321328,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,1.8,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40321315,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,21.09,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,8.3,1.61,13.363,13.363,8.3,GUAYAQUIL,TPP
40321315,C0968594650001,COORDINACION ZONAL 8-SALUD,18/11/2020 00:00,21.09,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.4,1.61,5.474,5.474,3.4,GUAYAQUIL,TPP
40321540,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,33.87,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.3,2.1,2.73,2.73,1.3,GUAYAQUIL,TPP
40321540,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,33.87,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,13.1,2.1,27.51,27.51,13.1,GUAYAQUIL,TPP
40321568,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,4.14,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.3,1.61,3.703,3.703,2.3,GUAYAQUIL,TPP
40321539,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,3.07,9,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.7,1.61,2.737,2.737,1.7,GUAYAQUIL,TPP
40321511,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,0.94,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.3,2.1,0.63,0.63,0.3,GUAYAQUIL,TPP
40321511,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,0.94,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.1,2.1,0.21,0.21,0.1,GUAYAQUIL,TPP
40321565,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,2.89,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.6,1.61,2.576,2.576,1.6,GUAYAQUIL,TPP
40321564,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,6.32,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40321532,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,50.52,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,19.5,1.61,31.395,31.395,19.5,GUAYAQUIL,TPP
40321532,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,50.52,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.7,1.61,2.737,2.737,1.7,GUAYAQUIL,TPP
40321532,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,50.52,11,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.1,2.55,5.355,5.355,2.1,GUAYAQUIL,TPP
40321532,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,50.52,12,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,2.2,2.55,5.61,5.61,2.2,GUAYAQUIL,TPP
40321566,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,13.89,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6.5,1.61,10.465,10.465,6.5,GUAYAQUIL,TPP
40321566,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,13.89,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40321541,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,1.98,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.1,1.61,1.771,1.771,1.1,GUAYAQUIL,TPP
40321589,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,13.52,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.1,1.61,6.601,6.601,4.1,GUAYAQUIL,TPP
40321589,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,13.52,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.4,1.61,5.474,5.474,3.4,GUAYAQUIL,TPP
40321510,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,54.8,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,23,2.1,48.3,48.3,23,GUAYAQUIL,TPP
40321510,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,54.8,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.3,2.1,0.63,0.63,0.3,GUAYAQUIL,TPP
40321590,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,0,7,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,89.5,0,0,0,89.5,GUAYAQUIL,TPP
40321590,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,0,8,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.9,0,0,0,1.9,GUAYAQUIL,TPP
40321567,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,16.77,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,9.3,1.61,14.973,14.973,9.3,GUAYAQUIL,TPP
40321550,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,61.04,11,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.3,2.55,5.865,5.865,2.3,GUAYAQUIL,TPP
40321550,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,61.04,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,26.7,1.61,42.987,42.987,26.7,GUAYAQUIL,TPP
40321550,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,61.04,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40321569,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,11.37,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40321569,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,11.37,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.5,1.61,7.245,7.245,4.5,GUAYAQUIL,TPP
40321943,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,33.36,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,9.7,1.61,15.617,15.617,9.7,GUAYAQUIL,TPP
40321943,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,33.36,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,8.8,1.61,14.168,14.168,8.8,GUAYAQUIL,TPP
40321930,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,48.96,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,21.7,1.61,34.937,34.937,21.7,GUAYAQUIL,TPP
40321930,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,48.96,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40321930,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,48.96,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.3,2.55,5.865,5.865,2.3,GUAYAQUIL,TPP
40321881,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,121.46,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.6,1.61,7.406,7.406,4.6,GUAYAQUIL,TPP
40321881,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,121.46,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,5.2,2.55,13.26,13.26,5.2,GUAYAQUIL,TPP
40321881,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,121.46,3,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,16.3,2.55,41.565,41.565,16.3,GUAYAQUIL,TPP
40321881,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,121.46,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,28.7,1.61,46.207,46.207,28.7,GUAYAQUIL,TPP
40321944,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,5.95,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.3,1.61,5.313,5.313,3.3,GUAYAQUIL,TPP
40322144,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,0,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,75.2,0,0,0,75.2,GUAYAQUIL,TPP
40322144,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,0,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,18.5,0,0,0,18.5,GUAYAQUIL,TPP
40322153,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,26.69,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,11.6,1.61,18.676,18.676,11.6,GUAYAQUIL,TPP
40322153,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,26.69,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40322154,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,89.88,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,32.1,1.61,51.681,51.681,32.1,GUAYAQUIL,TPP
40322154,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,89.88,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.1,2.55,7.905,7.905,3.1,GUAYAQUIL,TPP
40322154,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,89.88,2,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,8.1,2.55,20.655,20.655,8.1,GUAYAQUIL,TPP
40322203,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,29.69,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.1,1.61,4.991,4.991,3.1,GUAYAQUIL,TPP
40322203,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,29.69,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.8,2.55,2.04,2.04,0.8,GUAYAQUIL,TPP
40322203,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,29.69,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.1,1.61,19.481,19.481,12.1,GUAYAQUIL,TPP
