No.Manifiesto,GrupoCliente,CodCliente,NomCliente,FechDocumento,DocTotal,NumLinea,ItemCode,Dscription,Cantidad,Precio,Subtotal,SubTotal09,Peso,Ciudad,TipoCliente
40321540,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,33.87,0,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.3,2.1,2.73,2.73,1.3,GUAYAQUIL,TPP
40321540,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,33.87,1,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,13.1,2.1,27.51,27.51,13.1,GUAYAQUIL,TPP
40321568,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,4.14,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.3,1.61,3.703,3.703,2.3,GUAYAQUIL,TPP
40321539,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,3.07,9,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.7,1.61,2.737,2.737,1.7,GUAYAQUIL,TPP
40321511,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,0.94,0,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.3,2.1,0.63,0.63,0.3,GUAYAQUIL,TPP
40321511,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,0.94,1,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,0.1,2.1,0.21,0.21,0.1,GUAYAQUIL,TPP
40321565,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,2.89,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.6,1.61,2.576,2.576,1.6,GUAYAQUIL,TPP
40321564,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,6.32,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40321532,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,50.52,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,19.5,1.61,31.395,31.395,19.5,GUAYAQUIL,TPP
40321532,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,50.52,10,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.7,1.61,2.737,2.737,1.7,GUAYAQUIL,TPP
40321532,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,50.52,11,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,2.1,2.55,5.355,5.355,2.1,GUAYAQUIL,TPP
40321532,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,50.52,12,0201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,2.2,2.55,5.61,5.61,2.2,GUAYAQUIL,TPP
40321566,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,13.89,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,6.5,1.61,10.465,10.465,6.5,GUAYAQUIL,TPP
40321566,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,13.89,10,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40321541,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,1.98,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.1,1.61,1.771,1.771,1.1,GUAYAQUIL,TPP
40321589,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,13.52,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,4.1,1.61,6.601,6.601,4.1,GUAYAQUIL,TPP
40321589,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,13.52,10,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.4,1.61,5.474,5.474,3.4,GUAYAQUIL,TPP
40321510,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,54.8,0,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,23,2.1,48.3,48.3,23,GUAYAQUIL,TPP
40321510,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,54.8,1,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,0.3,2.1,0.63,0.63,0.3,GUAYAQUIL,TPP
40321590,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,0,7,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,89.5,0,0,0,89.5,GUAYAQUIL,TPP
40321590,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,0,8,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.9,0,0,0,1.9,GUAYAQUIL,TPP
40321567,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,16.77,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,9.3,1.61,14.973,14.973,9.3,GUAYAQUIL,TPP
40321550,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,61.04,11,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,2.3,2.55,5.865,5.865,2.3,GUAYAQUIL,TPP
40321550,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,61.04,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,26.7,1.61,42.987,42.987,26.7,GUAYAQUIL,TPP
40321550,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,61.04,10,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40321569,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,11.37,9,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40321569,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,19/11/2020 00:00,11.37,10,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,4.5,1.61,7.245,7.245,4.5,GUAYAQUIL,TPP
40321943,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,33.36,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,9.7,1.61,15.617,15.617,9.7,GUAYAQUIL,TPP
40321943,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,33.36,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,8.8,1.61,14.168,14.168,8.8,GUAYAQUIL,TPP
40321930,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,48.96,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,21.7,1.61,34.937,34.937,21.7,GUAYAQUIL,TPP
40321930,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,48.96,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40321930,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,48.96,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,2.3,2.55,5.865,5.865,2.3,GUAYAQUIL,TPP
40321881,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,121.46,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,4.6,1.61,7.406,7.406,4.6,GUAYAQUIL,TPP
40321881,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,121.46,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,5.2,2.55,13.26,13.26,5.2,GUAYAQUIL,TPP
40321881,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,121.46,3,0201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,16.3,2.55,41.565,41.565,16.3,GUAYAQUIL,TPP
40321881,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,121.46,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,28.7,1.61,46.207,46.207,28.7,GUAYAQUIL,TPP
40321944,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,20/11/2020 00:00,5.95,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.3,1.61,5.313,5.313,3.3,GUAYAQUIL,TPP
40322144,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,75.2,0,0,0,75.2,GUAYAQUIL,TPP
40322144,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,18.5,0,0,0,18.5,GUAYAQUIL,TPP
40322153,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,26.69,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,11.6,1.61,18.676,18.676,11.6,GUAYAQUIL,TPP
40322153,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,26.69,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40322154,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,89.88,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,32.1,1.61,51.681,51.681,32.1,GUAYAQUIL,TPP
40322154,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,89.88,1,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,3.1,2.55,7.905,7.905,3.1,GUAYAQUIL,TPP
40322154,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,21/11/2020 00:00,89.88,2,0201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,8.1,2.55,20.655,20.655,8.1,GUAYAQUIL,TPP
40322203,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,29.69,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.1,1.61,4.991,4.991,3.1,GUAYAQUIL,TPP
40322203,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,29.69,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,0.8,2.55,2.04,2.04,0.8,GUAYAQUIL,TPP
40322203,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,29.69,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,12.1,1.61,19.481,19.481,12.1,GUAYAQUIL,TPP
40322202,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,41.6,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,16,1.61,25.76,25.76,16,GUAYAQUIL,TPP
40322202,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,41.6,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.9,1.61,6.279,6.279,3.9,GUAYAQUIL,TPP
40322202,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,41.6,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,2,2.55,5.1,5.1,2,GUAYAQUIL,TPP
40322297,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,7.39,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,4.1,1.61,6.601,6.601,4.1,GUAYAQUIL,TPP
40322311,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,40.9,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,18,1.61,28.98,28.98,18,GUAYAQUIL,TPP
40322311,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,40.9,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40322311,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,40.9,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,2.2,2.55,5.61,5.61,2.2,GUAYAQUIL,TPP
40322310,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,50,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,26.3,1.61,42.343,42.343,26.3,GUAYAQUIL,TPP
40322310,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,50,1,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,0.9,2.55,2.295,2.295,0.9,GUAYAQUIL,TPP
40322298,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,19.48,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,10.8,1.61,17.388,17.388,10.8,GUAYAQUIL,TPP
40322668,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,52.7,0,0,0,52.7,GUAYAQUIL,TPP
40322668,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,4.1,0,0,0,4.1,GUAYAQUIL,TPP
40322692,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,70.08,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,27.4,1.61,44.114,44.114,27.4,GUAYAQUIL,TPP
40322692,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,70.08,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,6.4,1.61,10.304,10.304,6.4,GUAYAQUIL,TPP
40322692,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,70.08,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,3.2,2.55,8.16,8.16,3.2,GUAYAQUIL,TPP
40322691,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,31.37,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,17.4,1.61,28.014,28.014,17.4,GUAYAQUIL,TPP
40322930,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,10.64,7,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,5.3,1.61,8.533,8.533,5.3,GUAYAQUIL,TPP
40322930,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,10.64,8,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.6,1.61,0.966,0.966,0.6,GUAYAQUIL,TPP
40322934,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,2.89,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.6,1.61,2.576,2.576,1.6,GUAYAQUIL,TPP
40322946,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,9.02,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,4.3,1.61,6.923,6.923,4.3,GUAYAQUIL,TPP
40322946,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,9.02,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.7,1.61,1.127,1.127,0.7,GUAYAQUIL,TPP
40322932,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,5.77,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40322933,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,67.98,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,14.6,1.61,23.506,23.506,14.6,GUAYAQUIL,TPP
40322933,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,67.98,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,7.1,1.61,11.431,11.431,7.1,GUAYAQUIL,TPP
40322933,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,67.98,2,0201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,9.3,2.55,23.715,23.715,9.3,GUAYAQUIL,TPP
40322933,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,67.98,3,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,0.8,2.55,2.04,2.04,0.8,GUAYAQUIL,TPP
40322931,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,34.62,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.8,1.61,1.288,1.288,0.8,GUAYAQUIL,TPP
40322931,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,34.62,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,0.5,2.55,1.275,1.275,0.5,GUAYAQUIL,TPP
40322931,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,34.62,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,17.6,1.61,28.336,28.336,17.6,GUAYAQUIL,TPP
40322945,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,12.26,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40322945,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,12.26,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,4.7,1.61,7.567,7.567,4.7,GUAYAQUIL,TPP
40323215,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,5.05,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40323208,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,3.25,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40323215,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,5.05,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40323213,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,4.5,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.3,1.61,2.093,2.093,1.3,GUAYAQUIL,TPP
40323213,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,4.5,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40323206,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,5.95,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.3,1.61,3.703,3.703,2.3,GUAYAQUIL,TPP
40323206,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,5.95,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40323209,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,1.09,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,0.6,1.61,0.966,0.966,0.6,GUAYAQUIL,TPP
40323210,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,8.12,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.8,1.61,6.118,6.118,3.8,GUAYAQUIL,TPP
40323210,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,8.12,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.7,1.61,1.127,1.127,0.7,GUAYAQUIL,TPP
40323227,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,95.24,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,37.2,1.61,59.892,59.892,37.2,GUAYAQUIL,TPP
40323227,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,95.24,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,9.6,1.61,15.456,15.456,9.6,GUAYAQUIL,TPP
40323227,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,95.24,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,3.8,2.55,9.69,9.69,3.8,GUAYAQUIL,TPP
40323214,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,3.43,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.9,1.61,3.059,3.059,1.9,GUAYAQUIL,TPP
40323212,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,4.32,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.4,1.61,3.864,3.864,2.4,GUAYAQUIL,TPP
40323211,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,69.7,0,0,0,69.7,GUAYAQUIL,TPP
40323211,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,8.5,0,0,0,8.5,GUAYAQUIL,TPP
40323228,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,145.14,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,47.7,1.61,76.797,76.797,47.7,GUAYAQUIL,TPP
40323228,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,145.14,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,10.3,1.61,16.583,16.583,10.3,GUAYAQUIL,TPP
40323228,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,145.14,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,3.2,2.55,8.16,8.16,3.2,GUAYAQUIL,TPP
40323149,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,24.7,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,10.5,2.1,22.05,22.05,10.5,GUAYAQUIL,TPP
40323228,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,145.14,3,0201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,11,2.55,28.05,28.05,11,GUAYAQUIL,TPP
40323207,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,6.85,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.8,1.61,6.118,6.118,3.8,GUAYAQUIL,TPP
40323507,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,11.18,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,6.2,1.61,9.982,9.982,6.2,GUAYAQUIL,TPP
40323549,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,3.96,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.2,1.61,3.542,3.542,2.2,GUAYAQUIL,TPP
40323569,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,14.96,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,7.1,1.61,11.431,11.431,7.1,GUAYAQUIL,TPP
40323569,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,14.96,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40323550,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,27.94,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,14.3,1.61,23.023,23.023,14.3,GUAYAQUIL,TPP
40323550,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,27.94,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40323745,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,6.7,0,0,0,6.7,GUAYAQUIL,TPP
40323745,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,51.1,0,0,0,51.1,GUAYAQUIL,TPP
40323756,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,73.2,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,26.9,1.61,43.309,43.309,26.9,GUAYAQUIL,TPP
